Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Class,MINUTES
Major Lazer,Titans (feat. Sia & Labrinth),64,0.722,0.858,7,-4.892,1,0.0445,0.0999,0.000175,0.144,0.599,93.976,4,9,3.319483333
Sorry,Starstruck - Single Version,53,0.608,0.759,11,-7.246,0,0.034,0.0569,0.302,0.169,0.861,124.504,4,6,3.401333333
Bullet For My Valentine,Letting You Go,59,0.459,0.903,5,-4.649,0,0.0673,0.00877,,0.168,0.364,76.185,4,10,3.727583333
The LaFontaines,Alpha,35,0.557,0.92,11,-3.386,0,0.0532,0.000251,,0.222,0.666,95.975,4,10,3.760016667
Satellite Citi,Getaway,26,0.451,0.912,2,-4.33,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,4,1,3.65235
Imagine Dragons,Follow You,87,0.542,0.732,9,-5.956,1,0.0521,0.00209,7.92E-05,0.496,0.489,124.912,4,10,2.9274
Fu Manchu,Eatin' Dust,48,0.292,0.927,7,-5.142,0,0.081,0.000126,0.0417,0.178,0.403,92.236,4,10,3.18
Noisettes,Never Forget You,71,0.569,0.692,9,-4.683,1,0.0323,0.0167,3.78E-05,0.126,0.737,141.632,4,9,3.20355
"Madhuri Dixit, Salman Khan, Renuka Sahane",Dialogues - Hum Aapke Hain Koun,28,0.449,0.314,11,-16.697,1,0.0815,0.962,0.344,0.792,0.663,128.427,4,3,0.991983333
Phoebe Bridgers,Kyoto,71,0.599,0.742,11,-6.886,1,0.0419,0.0488,0.32,0.0916,0.493,131.014,4,6,3.0754
The Black Keys,Too Afraid to Love,49,0.541,0.72,11,-5.021,0,0.0333,0.00516,0.00231,0.0969,0.539,136.809,4,10,3.4173
Shouse,Love Tonight - Edit,85,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,4,9,6.72139E-05
Deftones,Ohms,57,0.112,0.978,4,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,3,1,4.170366667
The Rolling Stones,As Tears Go By - (Original Single Mono Version),47,0.331,0.282,7,-10.863,1,0.0292,0.71,0.00262,0.158,0.392,112.168,4,10,2.75355
MassMatiks,MEAT - Radio Edit,31,0.513,0.69,10,-7.179,0,0.0687,0.000368,,0.111,0.542,155.866,4,10,3.22475
The Steel Woods,All of Your Stones,52,0.554,0.449,2,-7.17,1,0.0336,0.0245,1.65E-06,0.257,0.441,137.946,3,10,4.8426
Eliza Shaddad,One Last Embrace,25,0.495,0.754,2,-5.894,0,0.0385,0.00704,0.00248,0.137,0.38,147.957,4,1,3.671866667
Nachtblut,Meine Grausamkeit Kennt Keine Grenzen,21,0.574,0.989,2,-5.51,1,0.0552,0.000281,0.265,0.143,0.176,130.065,4,8,4.927883333
Boy In Space,Cold - Acoustic,48,0.692,0.274,9,-11.586,1,0.0338,0.844,,0.0969,0.385,124.832,4,9,3.968
Bob Marley & The Wailers,Three Little Birds,79,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57E-06,0.0476,0.615,148.404,4,10,3.00445
Jhana Boy,Better Than Heaven,37,0.582,0.643,4,-6.512,1,0.0262,0.15,0.000254,0.183,0.322,82.506,4,6,3.30575
The Revisit Project,Rough and Straight,17,0.524,0.666,1,-6.301,1,0.0899,0.0242,0.638,0.0889,0.745,94.885,4,6,6.231583333
Inhaler,Cheer Up Baby,58,0.462,0.914,8,-6.382,1,0.0416,0.00124,0.000125,0.0978,0.326,142.978,4,10,3.89845
AJ Tracey,Cheerleaders,63,0.768,0.746,6,-7.223,0,0.232,0.201,1.39E-05,0.19,0.588,142.013,4,5,3.9
Deep Blue Something,Breakfast At Tiffany's,72,0.622,0.829,2,-5.548,1,0.029,0.11,,0.0954,0.539,110.367,4,10,4.28955
Ido Shoam,Colombiana,36,0.82,0.892,8,-4.399,1,0.0766,0.0164,6.38E-06,0.493,0.892,128.06,4,9,2.84375
"Edvard Grieg, Gothenburg Symphony Orchestra, Neeme Järvi","Two Nordic Melodies, Op.63: 2. Cowkeeper's tune and country dance",20,0.282,0.049,7,-24.094,1,0.042,0.891,0.639,0.288,0.0526,94.76,4,7,5.20445
Kavinsky,Testarossa (SebastiAn Remix),42,0.601,0.807,1,-6.487,1,0.0392,0.000209,0.808,0.225,0.412,130.019,4,1,4.968
The HU,The Legend of Mother Swan,47,0.563,0.66,8,-9.3,1,0.0285,0.0237,0.347,0.118,0.375,167.042,4,8,5.42045
Koko Taylor,Voodoo Woman,39,0.661,0.525,5,-9.42,0,0.0382,0.369,5.76E-06,0.0943,0.964,91.601,4,2,3.803333333
ShrekDiMC,◊ê◊ú ◊™◊©◊í◊¢ ◊ê◊ï◊™◊ô,26,0.744,0.811,5,-5.426,0,0.26,0.1,,0.0819,0.6,140.044,4,5,5.975416667
Fr√†n√ßois & The Atlas Mountains,Coucou - Edit,38,0.798,0.403,11,-12.985,1,0.0445,0.727,0.00751,0.151,0.733,137.99,4,6,3.603116667
XTC,Dear God - Remastered 2001,52,0.577,0.464,7,-7.943,1,0.024,0.0979,1.30E-06,0.154,0.346,90.557,4,1,3.65845
The Vines,Ride,44,0.593,0.938,9,-3.075,1,0.0426,0.00189,0.000158,0.0424,0.657,125.925,4,6,2.60355
Sixx:A.M.,Maybe It's Time,58,0.396,0.781,,-5.148,1,0.0377,0.00158,,0.185,0.201,145.06,4,10,4.236683333
Softcult,Another Bish,39,0.556,0.541,4,-6.018,1,0.0292,0.00476,0.0171,0.128,0.553,96.531,4,10,2.923683333
Smallgod,Marry Me,49,0.672,0.589,10,-6.615,0,0.118,0.477,0.00201,0.113,0.446,202.093,4,9,2.899983333
MARINA,Purge The Poison,70,0.581,0.822,,-5.082,1,0.0591,0.0519,,0.08,0.544,139.98,4,6,3.276216667
Michl,Holidays,49,0.531,0.438,5,-8.106,1,0.0344,0.445,0.00332,0.215,0.297,63.981,4,1,3.253316667
salute,Want U There,44,0.623,0.965,6,-3.157,0,0.376,0.00135,2.44E-06,0.482,0.346,134.066,4,6,2.941766667
Lovebites,DYSTOPIA SYMPHONY,30,0.277,0.956,7,-5.633,0,0.12,2.57E-06,0.0476,0.256,0.135,167.907,4,10,6.70045
James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),74,0.67,0.743,10,-4.993,1,0.0393,0.237,,0.465,0.571,125.944,4,9,3.638216667
Guitarra Azul,Solamente Uno,43,0.773,0.388,10,-9.239,0,0.0399,0.499,0.811,0.336,0.615,105.915,4,7,3.860666667
Nick Jonas,This Is Heaven,72,0.646,0.785,2,-4.801,0,0.0545,0.0377,,0.0897,0.52,100.911,4,9,3.577066667
"Oliver Davis, Kerenza Peacock, Huw Watkins, Paul Bateman",Dance: II. Second Movement,28,0.176,0.143,6,-21.009,0,0.0412,0.967,0.323,0.133,0.0888,85.368,4,7,3.146216667
Green Day,Basket Case,80,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71E-06,0.091,0.781,85.064,4,10,3.02555
Wishbone Ash,Drive,33,0.596,0.796,4,-6.5,1,0.0264,0.0205,0.00312,0.129,0.696,110.019,4,10,4.920216667
Calvin Harris,Sweet Nothing (feat. Florence Welch),72,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,4,9,3.542666667
Watain,Black Flames March,33,0.263,0.892,4,-7.704,1,0.0597,1.52E-05,0.783,0.129,0.141,113.98,4,8,6.346216667
Rosie Tucker,Barbara Ann,35,0.631,0.813,10,-5.324,1,0.0351,0.00213,0.000109,0.103,0.389,117.992,4,6,3.262216667
Half Time Feel,Red Sails in the Sunset,51,0.538,0.0727,5,-21.014,1,0.0444,0.964,0.855,0.119,0.285,112.619,4,7,4.45075
Robert Johnson,When You Got a Good Friend,39,0.785,0.147,6,-11.382,1,0.125,0.938,0.00159,0.0864,0.261,100.824,4,2,2.646666667
T≈çth,Daffadowndilly,32,0.596,0.318,,-10.394,1,0.0288,0.636,2.35E-05,0.0837,0.271,119.974,3,6,3.38405
24kGoldn,Mood (feat. iann dior),91,0.701,0.716,7,-3.671,0,0.0361,0.174,,0.324,0.732,91.007,4,9,2.342216667
Backstreet Boys,I Still...,51,0.541,0.758,5,-3.626,1,0.0275,0.00126,,0.0763,0.181,102.984,4,9,6.35333E-05
Rites of Spring,For Want of,42,0.229,0.942,2,-5.754,1,0.0424,0.00333,0.868,0.0812,0.305,106.466,4,10,3.18155
Nana Adjoa,No Room,49,0.561,0.439,9,-12.044,1,0.0369,0.458,0.0503,0.105,0.307,145.425,3,1,3.497316667
Gojira,Flying whales,54,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,4,8,7.740883333
Marcia Ball,Pots And Pans,15,0.471,0.687,7,-7.16,0,0.0359,0.136,0.00661,0.194,0.621,93.288,4,2,4.55355
Devek,◊ë◊©◊ù ◊î◊ì◊û◊ï◊ß◊®◊ò◊ô◊î,6,0.597,0.464,10,-8.747,1,0.0304,0.428,,0.0909,0.62,132.915,4,6,3.453783333
Motion City Soundtrack,Everything Is Alright,64,0.435,0.95,8,-3.869,1,0.106,0.000494,,0.317,0.457,160.987,4,10,3.460566667
Berry Sakharof,◊¢◊ô◊® ◊©◊ú ◊ß◊ô◊•,29,0.476,0.821,6,-7.939,1,0.0561,9.92E-05,0.000804,0.0914,0.293,175.862,4,10,5.417333333
Omar Kent Dykes,Since I Met You Baby,33,0.773,0.35,4,-8.66,1,0.0298,0.856,0.0238,0.148,0.81,105.025,1,2,3.342
Dead Eyes,Break In The Current,,0.608,0.916,9,-7.23,0,0.11,0.000135,1.75E-05,0.134,0.287,110.009,4,8,3.514333333
binki,Wiggle,55,0.753,0.461,8,-8.857,0,0.0585,0.496,0.000372,0.116,0.897,103.919,4,6,2.998466667
Rhiannon Giddens,Calling Me Home (with Francesco Turrisi),36,0.32,0.0846,9,-9.769,1,0.035,0.852,,0.119,0.122,79.094,4,1,3.83155
Cream,I Feel Free,58,0.375,0.448,9,-14.06,1,0.0264,0.106,5.55E-05,0.141,0.564,88.371,4,10,4.76408E-05
Busta Rhymes,Break Ya Neck,70,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,4,5,3.854
Stevie Nicks,Show Them The Way,49,0.619,0.808,5,-7.776,0,0.0634,0.0301,,0.101,0.324,113.008,4,10,6.5222
Ricky Montgomery,Mr Loverman,81,0.639,0.526,,-6.697,1,0.0256,0.245,2.43E-05,0.25,0.488,130.033,3,9,3.614666667
Eye to Eye,"John Smith, Sarah Jarosz",30,0.8,0.382,3,-10.219,1,0.0277,0.382,0.00077,0.0855,0.524,111.944,4,0,3.8544
The Bloody Beetroots,Cornelius,32,0.582,0.744,10,-5.49,1,0.0437,0.000459,0.051,0.0788,0.248,126.014,3,6,4.216666667
Monster Magnet,Space Lord,53,0.636,0.743,10,-7.112,1,0.0354,0.000231,0.665,0.123,0.356,95.821,4,8,5.932216667
Charlie Rich,The Most Beautiful Girl,50,0.566,0.409,7,-10.379,1,0.0265,0.702,3.36E-06,0.101,0.458,103.233,4,4,2.71445
Curtis Salgado,Hail Mighty Caesar,21,0.715,0.735,5,-4.693,1,0.0436,0.384,,0.115,0.842,122.299,4,2,4.275383333
Dot,do you,48,0.826,0.317,11,-11.078,0,0.27,0.138,0.304,0.382,0.293,116.017,3,6,2.4736
Liquid Tension Experiment,The Passage of Time,46,0.199,0.967,11,-6.727,0,0.0682,0.000153,0.657,0.192,0.352,95.032,4,8,7.55645
Caravan,In The Land Of Grey & Pink,42,0.658,0.3,2,-15.568,1,0.0726,0.341,0.0014,0.193,0.594,84.78,4,10,4.980666667
Jefferson Starship,It's About Time,26,0.407,0.911,11,-3.355,1,0.0378,0.00287,,0.482,0.497,147.089,4,10,4.209783333
311,Down,60,0.441,0.922,6,-6.644,0,0.0655,0.000179,1.97E-06,0.381,0.565,175.411,4,10,2.869333333
Popa Chubby,Stoop Down Baby - Live,,0.668,0.852,10,-5.962,1,0.0726,0.156,0.0208,0.681,0.538,100.219,4,2,5.606666667
David Bowie,Rebel Rebel - 1999 Remaster,35,0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65E-06,0.248,0.624,126.341,4,10,4.489333333
The Soul Jacket,Pictures on the Wall,31,0.71,0.281,,-9.495,1,0.0325,0.46,4.73E-05,0.0917,0.564,114.888,4,2,4.290883333
Japanese Breakfast,Dreams - Recorded at Spotify Studios NYC,48,0.525,0.551,4,-9.131,1,0.0341,0.000297,0.0124,0.0789,0.575,128.055,4,1,4.653866667
Lost Frequencies,Black & Blue - Acoustic Version,42,0.538,0.299,10,-6.78,0,0.0327,0.522,,0.237,0.577,150.473,4,9,3.100566667
Three 6 Mafia,"Stay Fly (feat. Young Buck, Eightball & MJG)",65,0.789,0.881,11,-5.758,1,0.0331,0.109,,0.355,0.647,133.299,4,5,3.943333333
Promoting Sounds,Shoot,10,0.804,0.473,2,-12.99,1,0.0976,0.051,2.06E-06,0.116,0.774,112.699,5,5,2.887566667
Saigon Would Be Seoul,History of Us - Lost fx Rework,26,0.266,0.375,8,-14.899,0,0.037,0.927,0.976,0.373,0.177,85.265,4,6,3.815283333
Bhupinder Singh,Idhar Ka Maal Udhar - Deewaar / Soundtrack Version,13,0.549,0.875,7,-3.84,1,0.119,0.725,,0.15,0.806,104.733,4,3,3.380883333
Cage The Elephant,Cold Cold Cold,70,0.549,0.789,5,-6.071,1,0.0313,0.0178,6.70E-05,0.059,0.715,136.125,4,10,3.573116667
Nirvana,Love Buzz,64,0.479,0.865,5,-8.281,0,0.0339,3.10E-05,0.228,0.182,0.77,137.902,4,10,3.586716667
Marchita,Silvana Estrada,34,0.427,0.0767,4,-13.472,0,0.0442,0.981,1.73E-06,0.0599,0.352,104.699,4,0,3.779116667
Moshe Giat,◊§◊¢◊û◊ï◊ü ◊ñ◊î◊ë,16,0.677,0.575,10,-7.468,0,0.0294,0.437,,0.259,0.874,125.08,4,9,5.29755
Nessa Barrett,la di die (feat. jxdn),80,0.484,0.643,1,-4.72,1,0.0416,0.0036,,0.243,0.345,163.97,4,1,3.253183333
NewDad,Slowly,45,0.597,0.762,9,-8.199,0,0.0321,0.189,0.537,0.0821,0.566,121.993,4,1,3.096883333
Shlomo Artzi,◊õ◊û◊ï ◊ê◊ñ,30,0.582,0.504,2,-14.409,1,0.0267,0.067,1.37E-05,0.0858,0.625,138.467,4,10,5.032216667
Red Moon Architect,Dethrone the darkness,22,0.407,0.638,5,-8.441,1,0.033,0.0287,0.865,0.135,0.0945,92.614,4,8,4.486766667
Britney Spears,Out from Under,45,0.543,0.46,6,-10.463,1,0.0352,0.379,,0.112,0.384,139.918,4,9,6.49519E-05
En Minor,On the Floor,34,0.246,0.431,2,-9.09,1,0.0353,0.00804,0.00881,0.356,0.142,115.256,3,8,5.36875
Son House,Downhearted Blues,26,0.601,0.079,9,-16.254,1,0.182,0.868,0.0002,0.114,0.315,64.176,4,2,6.053783333
Ruben,Mama Don't Know,53,0.5,0.554,8,-8.507,1,0.0389,0.0128,1.68E-06,0.1,0.313,158.194,4,9,3.3581
J.C. Sat√†n,No Brain No Shame,15,0.301,0.78,9,-6.771,0,0.0347,0.00141,0.907,0.203,0.301,109.062,4,10,3.49045
Squidgenini,All Made Up,50,0.62,0.58,9,-8.969,1,0.337,0.347,0.000181,0.077,0.255,119.896,4,6,4.175316667
DragonForce,Through The Fire And Flames,66,0.153,0.953,,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,4,8,7.318666667
st jimmy,cold & hot,33,0.559,0.68,8,-7.339,0,0.0368,0.0345,0.000166,0.234,0.266,169.956,4,10,1.718416667
Underoath,A Boy Brushed Red Living In Black And White,62,0.419,0.932,1,-3.604,0,0.106,0.00171,,0.137,0.445,169.881,4,8,4.466666667
Big Sandy & His Fly-Rite Boys,Jumping From 6 To 6,28,0.672,0.755,4,-8.281,1,0.0769,0.169,,0.291,0.89,115.313,4,10,3.166666667
ARXX,Iron Lung,27,0.314,0.869,4,-4.881,0,0.151,0.00373,0.00745,0.375,0.516,158.497,4,10,3.02285
"Robert Schumann, Gautier Capuçon, Bernard Haitink, Chamber Orchestra of Europe","Schumann: Cello Concerto in A Minor, Op. 129: II. Langsam (Live)",37,0.197,0.0284,5,-27.474,1,0.0488,0.98,0.871,0.129,0.0391,82.731,4,7,4.084666667
KM,Filter (feat. JJJ & Campanella),45,0.857,0.802,8,-5.275,1,0.257,0.0946,3.42E-05,0.319,0.696,110.058,4,9,4.236366667
Backstreet Boys,Quit Playing Games (With My Heart),56,0.8,0.875,11,-4.952,0,0.0338,0.0615,2.79E-06,0.13,0.882,100.033,4,9,6.48703E-05
The Mamas & The Papas,California Dreamin' - Single Version,77,0.552,0.608,1,-9.786,0,0.0345,0.352,,0.0533,0.637,112.367,4,10,2.706216667
Asking Alexandria,They Don't Want What We Want (And They Don't Care),60,0.557,0.902,2,-4.521,0,0.045,0.000282,0.00246,0.101,0.571,160.073,4,10,3.256516667
Omer Adam,◊ê◊ó◊®◊ô ◊õ◊ú ◊î◊©◊†◊ô◊ù,43,0.573,0.387,1,-6.205,1,0.0408,0.736,,0.117,0.661,133.528,4,9,3.458883333
Ronnie Milsap,(There's) No Gettin' over Me,,0.599,0.47,6,-10.477,0,0.0337,0.549,2.47E-05,0.304,0.811,200.631,4,4,3.27155
blackwave.,Elusive,54,0.567,0.675,5,-6.699,0,0.219,0.335,,0.247,0.651,167.737,4,5,3.703333333
Ramachandra Murthy,"Govind Bolo, Shri Krishna Govind - Instrumental",23,0.247,0.496,,-11.012,1,0.0318,0.767,0.512,0.0881,0.327,82.004,4,6,5.782
Marty de Lutece,Tes yeux,28,0.673,0.633,8,-7.99,1,0.0505,0.378,0.00105,0.104,0.845,147.937,4,6,2.540533333
Koevary,◊©◊ë◊ú◊ï◊†◊î,20,0.621,0.787,6,-5.149,0,0.0383,0.0199,,0.566,0.589,128.941,4,9,3.13045
Snooks Eaglin,Saint James Infirmary,41,0.733,0.261,2,-14.56,1,0.0496,0.494,0.0412,0.0581,0.622,91.276,4,2,2.392
Patsy Cline,Gotta Lot Of Rhythm In My Soul,8,0.74,0.554,2,-14.131,1,0.031,0.977,0.283,0.623,0.971,109.129,4,10,2.34275
Tantric,Breakdown,58,0.569,0.945,8,-5.673,0,0.0503,0.00936,,0.121,0.483,100.04,4,10,3.177783333
Weezer,All My Favorite Songs (feat. AJR),67,0.605,0.7,4,-6.47,1,0.0277,0.00998,,0.116,0.588,84.962,4,10,2.845333333
"Manhar Udhas, Anuradha Paudwal, Laxmikant–Pyarelal",Tera Naam Liya,41,0.538,0.831,5,-5.45,0,0.0461,0.823,,0.123,0.818,130.609,4,3,5.9121
Beach Bunny,Blame Game,56,0.364,0.719,7,-5.567,1,0.0439,0.0551,3.15E-06,0.0824,0.352,97.5,4,6,3.582066667
From Autumn To Ashes,Short Stories With Tragic Endings,43,0.215,0.752,9,-6.481,0,0.0441,0.000717,0.009,0.112,0.0585,93.758,3,8,9.432883333
Yellowcard,Only One,4,0.477,0.906,1,-4.814,0,0.0895,7.89E-05,8.68E-05,0.149,0.301,81.291,4,10,4.29
Within Temptation,Stand My Ground,55,0.271,0.866,5,-4.072,0,0.0578,0.0489,0.000762,0.116,0.127,175.665,4,8,4.46645
Exodus,Good Day To Die,49,0.437,0.94,10,-5.467,1,0.0895,0.00616,0.0055,0.0898,0.426,95.171,4,8,4.79445
Friedberg,Lizzy,40,0.5,0.817,1,-5.876,1,0.0457,0.000255,0.0922,0.136,0.48,130.978,4,1,3.83545
Within Temptation,The Reckoning,58,0.31,0.825,1,-4.53,1,0.0563,0.00356,,0.641,0.475,89.885,4,8,4.185116667
Guvna B,Very Original,6,0.831,0.636,3,-8.827,0,0.346,0.389,,0.0925,0.749,134.923,4,5,3.140716667
MASI MASI,Crabs,30,0.602,0.54,4,-9.212,1,0.0448,0.0784,9.80E-06,0.0825,0.59,116.959,4,10,4.25635
Metallica,Moth Into Flame,56,0.163,0.977,4,-3.585,0,0.0591,3.64E-05,0.0052,0.0555,0.369,178.44,4,8,5.844066667
VOISART,Like Glass,48,0.201,0.0729,7,-23.906,1,0.0343,0.96,0.829,0.362,0.0746,71.807,5,1,2.513216667
Charlotte Day Wilson,If I Could,,0.505,0.255,1,-9.576,1,0.0663,0.831,2.45E-06,0.24,0.343,109.94,4,1,3.05575
Kavale,Down,42,0.731,0.594,10,-5.757,0,0.284,0.418,,0.106,0.753,132.903,4,5,3.87685
Light Rain Blues,Sam Amidon,,0.566,0.345,11,-15.697,1,0.03,0.852,0.554,0.189,0.396,123.84,4,0,3.952216667
Hauskey,Cream Shirt,,0.686,0.661,10,-8.228,1,0.0359,0.0611,0.000113,0.176,0.579,102.001,4,6,2.717366667
"Mahesh Raghvan, Rajani Shridhar",Alai Paayuthe (feat. Rajani Shridhar),31,0.381,0.628,,-6.933,1,0.0505,0.18,,0.208,0.516,77.361,4,0,4.520966667
Sarit Hadad,◊©◊®◊î ◊©◊®◊î,17,0.745,0.851,10,-4.877,0,0.0366,0.17,,0.0503,0.906,115.009,4,9,3.2526
Calvin Boze and His All Stars,Safronia B,34,0.539,0.483,8,-9.085,1,0.0573,0.8,0.0341,0.314,0.864,167.484,4,2,2.405116667
Yuval Banay,◊ê◊†◊ô ◊û◊§◊ó◊ì,9,0.67,0.817,2,-6.545,1,0.0751,0.0296,0.0453,0.172,0.378,97.997,4,10,4.6182
The Backseat Lovers,Kilby Girl,74,0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,4,10,4.703433333
Greta Van Fleet,Built By Nations,67,0.246,0.945,9,-3.809,1,0.111,0.000905,0.606,0.103,0.318,157.408,4,10,3.983083333
Vinod Rathod,Koi Na Koi Chahiye,39,0.655,0.729,11,-11.116,0,0.0663,0.21,7.36E-06,0.268,0.889,124.381,4,3,6.3896
Radiohead,Bodysnatchers,60,0.342,0.976,2,-4.986,1,0.0573,0.00443,0.0175,0.0974,0.733,166.663,4,10,4.038216667
The Pale White,Medicine,42,0.361,0.895,10,-3.94,0,0.06,0.00035,,0.349,0.459,177.959,4,10,4.122666667
LCD Soundsystem,Drunk Girls,1,0.562,0.961,4,-7.338,1,0.0617,0.00486,0.796,0.149,0.96,125.036,4,1,7.509116667
John K,cheap sunglasses,55,0.801,0.499,8,-5.89,1,0.0346,0.239,,0.189,0.674,99.018,4,9,3.319483333
Prides,A Wilder Heart - Acoustic,40,0.44,0.339,,-8.191,1,0.0381,0.672,,0.0933,0.353,110.063,5,9,4.026033333
Melody's Echo Chamber,"Breathe in, Breathe Out",37,0.636,0.494,2,-8.57,1,0.0321,0.0623,0.00221,0.215,0.741,122.036,4,6,2.848
Roo Panes,There's A Place,55,0.408,0.363,2,-13.949,1,0.0284,0.528,0.0538,0.0868,0.212,131.249,4,0,6.14156667
Gojira,The Chant,63,0.494,0.874,8,-3.831,1,0.031,1.74E-05,0.0621,0.0873,0.485,124.064,4,8,5.212533333
Sub Urban,PATCHWERK (with Two Feet),68,0.822,0.464,8,-8.965,1,0.058,0.192,8.39E-06,0.293,0.773,97.506,4,10,2.35985
Cassandra Jenkins,Michelangelo,42,0.564,0.368,7,-10.228,1,0.0281,0.587,0.681,0.18,0.544,139.01,4,6,3.497283333
Sonic Youth,Sugar Kane,54,0.345,0.913,7,-5.346,1,0.0471,6.46E-05,0.708,0.0756,0.357,134.965,4,1,5.96155
Charlie Haden,The Good Life,36,0.616,0.253,7,-19.339,1,0.0662,0.098,4.97E-05,0.252,0.406,110.425,4,7,4.706216667
POORSTACY,Choose Life,54,0.548,0.967,1,-2.759,0,0.0898,0.00364,,0.461,0.526,105.949,4,10,2.155666667
A Tribe Called Quest,Can I Kick It?,71,0.848,0.666,,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,4,5,4.192883333
All Time Low,Kids In The Dark - Live From Spotify UK,47,0.746,0.77,9,-5.654,1,0.0393,0.0336,,0.953,0.426,123.833,4,10,3.9625
JC Brooks & The Uptown Sound,Rouse Yourself,43,0.69,0.488,5,-8.337,1,0.0263,0.115,9.42E-05,0.104,0.402,97.516,4,9,4.144883333
Damageplan,Pride,45,0.367,0.921,6,-5.175,1,0.0773,0.000154,0.497,0.0654,0.611,92.08,4,8,4.287783333
Toronzo Cannon,The Chicago Way,35,0.557,0.933,4,-4.871,0,0.0499,0.223,0.00772,0.107,0.648,110.843,4,2,4.37245
Toni Barella,Feathertop,45,0.547,0.0871,2,-15.884,1,0.0511,0.99,0.952,0.111,0.3,97.62,4,7,3.0464
Yacouba Sissoko,Siya,26,0.385,0.274,5,-14.492,1,0.0328,0.902,0.56,0.0944,0.462,140.492,4,7,5.39945
Where Did You Sleep Last Night,Jake Blount,32,0.424,0.319,4,-9.239,1,0.0251,0.722,0.0333,0.142,0.385,102.337,3,0,3.942216667
Hella,1-800-GHOST-DANCE,33,0.368,0.903,4,-4.978,1,0.084,6.69E-05,0.929,0.0646,0.296,118.296,4,10,3.746
Blind Lemon Jefferson,Black Snake Moan,28,0.581,0.159,11,-15.841,1,0.0685,0.989,0.0295,0.129,0.411,73.435,4,2,2.836216667
Lonnie Brooks,A Man's Got To Do What A Man's Got To Do,11,0.722,0.55,11,-12.496,0,0.0346,0.547,0.0221,0.13,0.828,102.666,4,2,4.061116667
KOU,RIOT,39,0.394,0.939,2,-1.706,1,0.126,0.000744,0.241,0.356,0.136,179.957,4,10,4.088883333
Rob Zombie,Crow Killer Blues,58,0.2,0.869,9,-7.049,0,0.0886,0.00322,0.174,0.134,0.179,86.479,4,10,5.000216667
Coldplay,Magic,73,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,4,9,4.750233333
Martin Jensen,2019,69,0.876,0.765,9,-6.554,0,0.269,0.119,5.20E-06,0.0826,0.729,115.072,4,9,2.189683333
"Shankar Mahadevan, John McLaughlin",Luki - Live,13,0.559,0.914,7,-8.685,0,0.0415,0.602,0.348,0.686,0.83,130.489,4,0,5.638883333
Stone Temple Pilots,Between the Lines,35,0.46,0.934,,-4.566,1,0.047,2.56E-05,8.94E-06,0.376,0.779,137.022,4,10,2.843783333
Joyce Lawson,Stop Doggin Me Around,9,0.559,0.47,6,-6.531,1,0.0356,0.564,1.64E-05,0.134,0.486,171.959,3,2,4.596216667
Britney Spears,Clumsy,,0.774,0.473,5,-7.07,0,0.132,0.0589,,0.0888,0.362,103.888,4,9,5.09408E-05
Saucy Santana,Walk,53,0.937,0.684,10,-5.634,0,0.215,0.00129,4.12E-05,0.0718,0.496,100.029,4,5,2.399616667
Bombay Bicycle Club,"Eat, Sleep, Wake (Nothing But You)",65,0.596,0.807,1,-7.893,0,0.028,0.000132,0.264,0.312,0.288,117.016,4,6,3.664883333
Inhaler,Who's Your Money On? (Plastic House),53,0.318,0.646,5,-7.15,0,0.0392,0.00521,0.172,0.0679,0.172,125.986,4,6,6.38
Karsh Kale,Shyam,16,0.554,0.626,7,-7.793,1,0.0324,0.0304,0.00481,0.179,0.0386,111.004,4,0,5.914666667
"Doja Cat, Ariana Grande",I Don't Do Drugs (feat. Ariana Grande),80,0.683,0.615,5,-5.737,1,0.0966,0.222,8.25E-06,0.154,0.45,77.014,4,9,5.24703E-05
Pet Shop Boys,"Always on My Mind - Live at the O2 Arena, London - 21 December 2009",34,0.517,0.993,7,-3.894,1,0.0748,0.00132,0.0822,0.989,0.362,126.137,4,9,6.20075E-05
Vantage,50//50,64,0.838,0.699,7,-7.216,1,0.0521,0.0608,0.87,0.0926,0.386,124.137,4,9,4.102783333
Liz Phair,Fuck and Run,47,0.774,0.64,2,-7.949,1,0.0333,0.743,0.0316,0.088,0.947,136.226,4,6,3.132216667
